;Název děkanátu;Název farnosti;Rok;Osob celkem;Průměrný věk;Muž;Žena;Neuvedeno;
155;Krnov;Hošťálkovy;1999;10;62,70;2;8;;
;Krnov;Hošťálkovy;2004;24;47,00;4;20;;
;Krnov;Hošťálkovy;2009;12;52,42;2;10;;
;Krnov;Hošťálkovy;2014;17;41,94;4;13;;
;Krnov;Hošťálkovy;2019;11;45,45;2;9;;
;Krnov;Hošťálkovy;2024;8;43,75;1;6;1;
156;Krnov;Hrozová;1999;28;53,32;15;13;;
;Krnov;Hrozová;2004;16;61,31;5;11;;
;Krnov;Hrozová;2009;15;56,67;5;10;;
;Krnov;Hrozová;2014;14;67,07;7;7;;
;Krnov;Hrozová;2019;10;67,20;5;5;;
;Krnov;Hrozová;2024;10;73,00;4;6;0;
157;Krnov;Hynčice;1999;26;40,42;3;23;;
;Krnov;Hynčice;2004;28;45,18;8;20;;
;Krnov;Hynčice;2009;15;54,00;4;11;;
;Krnov;Hynčice;2014;7;43,71;2;5;;
;Krnov;Hynčice;2019;9;56,22;2;7;;
;Krnov;Hynčice;2024;9;62,22;2;7;0;
158;Krnov;Janov ve Slezsku;1999;6;63,17;3;3;;
;Krnov;Janov ve Slezsku;2004;10;63,50;6;4;;
;Krnov;Janov ve Slezsku;2009;12;53,42;5;7;;
;Krnov;Janov ve Slezsku;2014;;;;;;
;Krnov;Janov ve Slezsku;2019;2;37,50;0;2;;
;Krnov;Janov ve Slezsku;2024;5;73,80;3;2;0;
159;Krnov;Jindřichov u Krnova;1999;17;55,71;5;12;;
;Krnov;Jindřichov u Krnova;2004;17;55,82;3;14;;
;Krnov;Jindřichov u Krnova;2009;14;65,29;6;8;;
;Krnov;Jindřichov u Krnova;2014;13;55,85;3;10;;
;Krnov;Jindřichov u Krnova;2019;7;74,57;0;7;;
;Krnov;Jindřichov u Krnova;2024;11;79,27;2;9;0;
160;Krnov;Krasov;1999;11;66,55;2;9;;
;Krnov;Krasov;2004;14;64,79;0;14;;
;Krnov;Krasov;2009;11;66,00;2;9;;
;Krnov;Krasov;2014;11;61,09;3;8;;
;Krnov;Krasov;2019;22;41,82;6;16;;
;Krnov;Krasov;2024;5;66,20;1;4;0;
161;Krnov;Krnov;1999;498;50,10;180;318;;
;Krnov;Krnov;2004;407;51,87;163;244;;
;Krnov;Krnov;2009;345;51,86;128;217;;
;Krnov;Krnov;2014;333;53,16;129;204;;
;Krnov;Krnov;2019;281;56,50;104;177;;
;Krnov;Krnov;2024;142;56,54;59;83;0;
162;Krnov;Krnov - Kostelec;1999;59;46,10;23;36;;
;Krnov;Krnov - Kostelec;2004;63;53,90;22;41;;
;Krnov;Krnov - Kostelec;2009;60;55,90;27;33;;
;Krnov;Krnov - Kostelec;2014;59;57,81;27;32;;
;Krnov;Krnov - Kostelec;2019;48;61,21;24;24;;
;Krnov;Krnov - Kostelec;2024;34;56,76;17;17;0;
163;Krnov;Lichnov u Bruntálu;1999;28;41,64;13;15;;
;Krnov;Lichnov u Bruntálu;2004;34;40,74;10;24;;
;Krnov;Lichnov u Bruntálu;2009;42;43,26;13;29;;
;Krnov;Lichnov u Bruntálu;2014;39;37,92;14;25;;
;Krnov;Lichnov u Bruntálu;2019;9;36,11;3;6;;
;Krnov;Lichnov u Bruntálu;2024;17;38,41;5;12;0;
164;Krnov;Linhartovy;1999;25;55,96;7;18;;
;Krnov;Linhartovy;2004;11;72,55;3;8;;
;Krnov;Linhartovy;2009;15;73,93;6;9;;
;Krnov;Linhartovy;2014;11;66,55;5;6;;
;Krnov;Linhartovy;2019;7;64,57;4;3;;
;Krnov;Linhartovy;2024;7;70,71;3;4;0;
165;Krnov;Liptaň;1999;20;45,95;9;11;;
;Krnov;Liptaň;2004;18;50,56;8;10;;
;Krnov;Liptaň;2009;21;51,71;9;12;;
;Krnov;Liptaň;2014;6;71,33;1;5;;
;Krnov;Liptaň;2019;5;54,60;1;4;;
;Krnov;Liptaň;2024;11;57,73;2;9;0;
166;Krnov;Město Albrechtice;1999;113;64,70;19;94;;
;Krnov;Město Albrechtice;2004;151;57,72;33;118;;
;Krnov;Město Albrechtice;2009;140;57,37;30;110;;
;Krnov;Město Albrechtice;2014;102;62,77;24;78;;
;Krnov;Město Albrechtice;2019;67;46,84;25;42;;
;Krnov;Město Albrechtice;2024;64;62,61;19;45;0;
167;Krnov;Osoblaha;1999;28;41,54;12;16;;
;Krnov;Osoblaha;2004;51;45,59;15;36;;
;Krnov;Osoblaha;2009;26;59,23;3;23;;
;Krnov;Osoblaha;2014;23;45,48;7;16;;
;Krnov;Osoblaha;2019;26;64,38;8;18;;
;Krnov;Osoblaha;2024;23;75,17;5;18;0;
168;Krnov;Petrovice u Krnova;1999;;;;;;
;Krnov;Petrovice u Krnova;2004;;;;;;
;Krnov;Petrovice u Krnova;2009;;;;;;
;Krnov;Petrovice u Krnova;2014;14;38,86;5;9;;
;Krnov;Petrovice u Krnova;2019;12;50,83;3;9;;
;Krnov;Petrovice u Krnova;2024;8;23,50;4;4;0;
169;Krnov;Pitárné;1999;15;28,73;4;11;;
;Krnov;Pitárné;2004;22;45,95;9;13;;
;Krnov;Pitárné;2009;17;52,12;10;7;;
;Krnov;Pitárné;2014;10;60,30;4;6;;
;Krnov;Pitárné;2019;7;43,00;3;4;;
;Krnov;Pitárné;2024;10;46,90;6;4;0;
170;Krnov;Slezské Rudoltice;1999;30;47,57;8;22;;
;Krnov;Slezské Rudoltice;2004;34;40,18;9;25;;
;Krnov;Slezské Rudoltice;2009;26;49,00;6;20;;
;Krnov;Slezské Rudoltice;2014;25;52,00;6;19;;
;Krnov;Slezské Rudoltice;2019;31;57,32;6;25;;
;Krnov;Slezské Rudoltice;2024;32;57,03;10;22;0;
171;Krnov;Sosnová;1999;23;47,91;7;16;;
;Krnov;Sosnová;2004;19;54,16;5;14;;
;Krnov;Sosnová;2009;23;53,04;11;12;;
;Krnov;Sosnová;2014;16;58,31;5;11;;
;Krnov;Sosnová;2019;18;62,50;5;13;;
;Krnov;Sosnová;2024;10;56,10;2;8;0;
172;Krnov;Široká Niva;1999;14;47,00;4;10;;
;Krnov;Široká Niva;2004;7;37,71;1;6;;
;Krnov;Široká Niva;2009;11;55,55;2;9;;
;Krnov;Široká Niva;2014;11;61,09;4;7;;
;Krnov;Široká Niva;2019;2;37,50;0;2;;
;Krnov;Široká Niva;2024;0;0,00;0;0;0;
173;Krnov;Třemešná;1999;35;43,94;13;22;;
;Krnov;Třemešná;2004;42;39,48;18;24;;
;Krnov;Třemešná;2009;23;36,74;11;12;;
;Krnov;Třemešná;2014;22;35,82;11;11;;
;Krnov;Třemešná;2019;23;33,43;11;12;;
;Krnov;Třemešná;2024;33;35,06;15;18;0;
174;Krnov;Úvalno;1999;23;54,70;6;17;;
;Krnov;Úvalno;2004;30;52,17;6;24;;
;Krnov;Úvalno;2009;35;51,57;13;22;;
;Krnov;Úvalno;2014;16;70,19;2;14;;
;Krnov;Úvalno;2019;11;66,18;2;9;;
;Krnov;Úvalno;2024;10;56,30;3;7;0;
175;Krnov;Vysoká u Krnova;1999;7;62,29;1;6;;
;Krnov;Vysoká u Krnova;2004;11;55,18;0;11;;
;Krnov;Vysoká u Krnova;2009;11;28,00;2;9;;
;Krnov;Vysoká u Krnova;2014;12;39,67;6;6;;
;Krnov;Vysoká u Krnova;2019;2;52,00;0;2;;
;Krnov;Vysoká u Krnova;2024;3;50,33;1;2;0;
176;Krnov;Zátor;1999;58;39,83;21;37;;
;Krnov;Zátor;2004;53;49,26;17;36;;
;Krnov;Zátor;2009;67;42,16;27;40;;
;Krnov;Zátor;2014;45;42,53;16;29;;
;Krnov;Zátor;2019;54;37,72;23;31;;
;Krnov;Zátor;2024;20;56,90;10;10;0;
177;Místek;Bílá;1999;24;44,50;6;18;;
;Místek;Bílá;2004;35;45,94;17;18;;
;Místek;Bílá;2009;41;50,68;16;25;;
;Místek;Bílá;2014;42;53,17;18;24;;
;Místek;Bílá;2019;35;44,97;15;20;;
;Místek;Bílá;2024;36;49,69;19;17;0;
178;Místek;Borová-Malenovice;1999;204;44,76;83;121;;
;Místek;Borová-Malenovice;2004;230;44,06;94;136;;
;Místek;Borová-Malenovice;2009;186;46,01;75;111;;
;Místek;Borová-Malenovice;2014;205;44,77;88;117;;
;Místek;Borová-Malenovice;2019;270;44,07;113;157;;
;Místek;Borová-Malenovice;2024;112;51,67;44;68;0;
179;Místek;Brušperk;1999;240;50,18;84;156;;
;Místek;Brušperk;2004;212;48,81;83;129;;
;Místek;Brušperk;2009;157;51,69;55;102;;
;Místek;Brušperk;2014;142;54,76;52;90;;
;Místek;Brušperk;2019;96;59,34;45;51;;
;Místek;Brušperk;2024;90;58,59;30;60;0;
180;Místek;Čeladná;1999;182;45,77;72;110;;
;Místek;Čeladná;2004;228;45,65;91;137;;
;Místek;Čeladná;2009;256;46,25;130;126;;
;Místek;Čeladná;2014;217;50,54;89;128;;
;Místek;Čeladná;2019;91;60,35;0;91;;
;Místek;Čeladná;2024;139;52,06;58;81;0;
181;Místek;Fryčovice;1999;174;46,79;64;110;;
;Místek;Fryčovice;2004;122;54,29;42;80;;
;Místek;Fryčovice;2009;96;54,89;33;63;;
;Místek;Fryčovice;2014;77;56,31;28;49;;
;Místek;Fryčovice;2019;80;54,69;27;53;;
;Místek;Fryčovice;2024;91;48,91;34;57;0;
182;Místek;Frýdlant nad Ostravicí;1999;782;43,91;302;480;;
;Místek;Frýdlant nad Ostravicí;2004;618;44,61;218;400;;
;Místek;Frýdlant nad Ostravicí;2009;661;47,19;262;399;;
;Místek;Frýdlant nad Ostravicí;2014;518;49,35;205;313;;
;Místek;Frýdlant nad Ostravicí;2019;278;53,99;108;170;;
;Místek;Frýdlant nad Ostravicí;2024;411;44,77;162;247;2;
183;Místek;Hukvaldy;1999;62;38,29;21;41;;
;Místek;Hukvaldy;2004;92;39,00;45;47;;
;Místek;Hukvaldy;2009;93;40,67;42;51;;
;Místek;Hukvaldy;2014;76;37,59;38;38;;
;Místek;Hukvaldy;2019;83;38,31;42;41;;
;Místek;Hukvaldy;2024;78;37,44;32;46;0;
184;Místek;Chlebovice;1999;119;45,56;55;64;;
;Místek;Chlebovice;2004;122;46,23;59;63;;
;Místek;Chlebovice;2009;113;44,16;53;60;;
;Místek;Chlebovice;2014;97;43,32;44;53;;
;Místek;Chlebovice;2019;86;49,77;38;48;;
;Místek;Chlebovice;2024;78;40,96;36;42;0;
185;Místek;Kozlovice;1999;588;43,89;236;352;;
;Místek;Kozlovice;2004;686;41,06;279;407;;
;Místek;Kozlovice;2009;629;42,21;258;371;;
;Místek;Kozlovice;2014;617;42,16;274;343;;
;Místek;Kozlovice;2019;484;44,43;200;284;;
;Místek;Kozlovice;2024;364;45,77;158;206;0;
186;Místek;Kunčice pod Ondřejníkem;1999;207;39,57;86;121;;
;Místek;Kunčice pod Ondřejníkem;2004;205;48,04;77;128;;
;Místek;Kunčice pod Ondřejníkem;2009;163;46,12;67;96;;
;Místek;Kunčice pod Ondřejníkem;2014;147;44,32;62;85;;
;Místek;Kunčice pod Ondřejníkem;2019;60;48,15;35;25;;
;Místek;Kunčice pod Ondřejníkem;2024;92;44,49;40;52;0;
187;Místek;Metylovice;1999;224;43,65;101;123;;
;Místek;Metylovice;2004;226;42,31;96;130;;
;Místek;Metylovice;2009;164;42,91;61;103;;
;Místek;Metylovice;2014;108;44,78;43;65;;
;Místek;Metylovice;2019;119;46,01;49;70;;
;Místek;Metylovice;2024;100;47,87;47;53;0;
188;Místek;Místek;1999;1315;49,33;466;849;;
;Místek;Místek;2004;1226;50,26;457;769;;
;Místek;Místek;2009;1171;50,98;431;740;;
;Místek;Místek;2014;1005;50,79;384;621;;
;Místek;Místek;2019;878;48,83;372;506;;
;Místek;Místek;2024;659;50,56;278;379;2;
189;Místek;Ostravice;1999;141;46,52;57;84;;
;Místek;Ostravice;2004;85;54,39;30;55;;
;Místek;Ostravice;2009;108;54,09;44;64;;
;Místek;Ostravice;2014;103;54,06;46;57;;
;Místek;Ostravice;2019;139;51,44;55;84;;
;Místek;Ostravice;2024;71;57,48;31;40;0;
190;Místek;Palkovice;1999;196;48,34;78;118;;
;Místek;Palkovice;2004;157;49,61;63;94;;
;Místek;Palkovice;2009;172;45,13;72;100;;
;Místek;Palkovice;2014;176;41,47;70;106;;
;Místek;Palkovice;2019;136;39,56;59;77;;
;Místek;Palkovice;2024;85;40,05;33;51;1;
191;Místek;Paskov;1999;173;47,08;55;118;;
;Místek;Paskov;2004;174;51,25;70;104;;
;Místek;Paskov;2009;157;52,62;59;98;;
;Místek;Paskov;2014;127;51,14;54;73;;
;Místek;Paskov;2019;92;55,43;35;57;;
;Místek;Paskov;2024;59;60,41;25;34;0;
192;Místek;Rychaltice;1999;237;45,53;87;150;;
;Místek;Rychaltice;2004;226;48,42;85;141;;
;Místek;Rychaltice;2009;258;46,30;99;159;;
;Místek;Rychaltice;2014;230;41,12;95;135;;
;Místek;Rychaltice;2019;158;41,09;73;85;;
;Místek;Rychaltice;2024;126;42,43;61;65;0;
193;Místek;Stará Ves nad Ondřejnicí;1999;121;49,50;26;95;;
;Místek;Stará Ves nad Ondřejnicí;2004;96;48,43;36;60;;
;Místek;Stará Ves nad Ondřejnicí;2009;112;48,25;43;69;;
;Místek;Stará Ves nad Ondřejnicí;2014;152;41,91;54;98;;
;Místek;Stará Ves nad Ondřejnicí;2019;161;38,21;66;95;;
;Místek;Stará Ves nad Ondřejnicí;2024;113;40,41;54;59;0;
194;Místek;Staříč;1999;123;47,59;41;82;;
;Místek;Staříč;2004;115;50,18;45;70;;
;Místek;Staříč;2009;108;48,60;34;74;;
;Místek;Staříč;2014;83;55,66;34;49;;
;Místek;Staříč;2019;62;60,31;23;39;;
;Místek;Staříč;2024;42;63,24;17;25;0;
195;Nový Jičín;Albrechtičky;1999;184;46,56;66;118;;
;Nový Jičín;Albrechtičky;2004;113;40,12;52;61;;
;Nový Jičín;Albrechtičky;2009;127;48,20;49;78;;
;Nový Jičín;Albrechtičky;2014;105;47,24;38;67;;
;Nový Jičín;Albrechtičky;2019;53;55,74;23;30;;
;Nový Jičín;Albrechtičky;2024;45;48,76;20;25;0;
196;Nový Jičín;Bartošovice;1999;22;44,86;7;15;;
;Nový Jičín;Bartošovice;2004;28;46,11;10;18;;
;Nový Jičín;Bartošovice;2009;39;48,82;16;23;;
;Nový Jičín;Bartošovice;2014;51;40,71;19;32;;
;Nový Jičín;Bartošovice;2019;27;53,44;11;16;;
;Nový Jičín;Bartošovice;2024;24;47,50;12;12;0;
197;Nový Jičín;Bernartice nad Odrou;1999;231;42,08;97;134;;
;Nový Jičín;Bernartice nad Odrou;2004;178;43,28;83;95;;
;Nový Jičín;Bernartice nad Odrou;2009;174;43,98;71;103;;
;Nový Jičín;Bernartice nad Odrou;2014;139;43,42;58;81;;
;Nový Jičín;Bernartice nad Odrou;2019;123;46,98;48;75;;
;Nový Jičín;Bernartice nad Odrou;2024;66;39,62;36;30;0;
198;Nový Jičín;Frenštát pod Radhoštěm;1999;558;49,18;197;361;;
;Nový Jičín;Frenštát pod Radhoštěm;2004;517;51,73;183;334;;
;Nový Jičín;Frenštát pod Radhoštěm;2009;461;53,26;158;303;;
;Nový Jičín;Frenštát pod Radhoštěm;2014;327;56,18;119;208;;
;Nový Jičín;Frenštát pod Radhoštěm;2019;333;48,00;152;181;;
;Nový Jičín;Frenštát pod Radhoštěm;2024;222;50,47;85;137;0;
199;Nový Jičín;Hodslavice;1999;336;44,32;119;217;;
;Nový Jičín;Hodslavice;2004;261;49,90;96;165;;
;Nový Jičín;Hodslavice;2009;196;51,88;69;127;;
;Nový Jičín;Hodslavice;2014;204;46,68;82;122;;
;Nový Jičín;Hodslavice;2019;187;53,36;75;112;;
;Nový Jičín;Hodslavice;2024;121;54,09;48;73;0;
200;Nový Jičín;Jeseník nad Odrou;1999;127;47,31;38;89;;
;Nový Jičín;Jeseník nad Odrou;2004;91;51,80;32;59;;
;Nový Jičín;Jeseník nad Odrou;2009;73;49,90;26;47;;
;Nový Jičín;Jeseník nad Odrou;2014;71;47,72;28;43;;
;Nový Jičín;Jeseník nad Odrou;2019;70;44,91;29;41;;
;Nový Jičín;Jeseník nad Odrou;2024;42;37,74;20;22;0;
201;Nový Jičín;Kopřivnice;1999;806;44,44;297;509;;
;Nový Jičín;Kopřivnice;2004;660;45,38;251;409;;
;Nový Jičín;Kopřivnice;2009;612;48,44;232;380;;
;Nový Jičín;Kopřivnice;2014;511;45,65;200;311;;
;Nový Jičín;Kopřivnice;2019;525;45,76;216;309;;
;Nový Jičín;Kopřivnice;2024;366;45,89;136;229;1;
202;Nový Jičín;Kunín;1999;101;41,58;35;66;;
;Nový Jičín;Kunín;2004;71;48,66;23;48;;
;Nový Jičín;Kunín;2009;69;46,62;21;48;;
;Nový Jičín;Kunín;2014;60;47,48;21;39;;
;Nový Jičín;Kunín;2019;67;49,67;22;45;;
;Nový Jičín;Kunín;2024;49;51,90;15;34;0;
203;Nový Jičín;Libhošť;1999;160;50,86;63;97;;
;Nový Jičín;Libhošť;2004;118;53,97;43;75;;
;Nový Jičín;Libhošť;2009;114;55,18;40;74;;
;Nový Jičín;Libhošť;2014;103;47,83;39;64;;
;Nový Jičín;Libhošť;2019;85;45,75;35;50;;
;Nový Jičín;Libhošť;2024;84;46,43;28;56;0;
204;Nový Jičín;Lichnov u Nového Jičína;1999;179;41,10;79;100;;
;Nový Jičín;Lichnov u Nového Jičína;2004;186;42,49;71;115;;
;Nový Jičín;Lichnov u Nového Jičína;2009;170;43,79;68;102;;
;Nový Jičín;Lichnov u Nového Jičína;2014;132;42,00;67;65;;
;Nový Jičín;Lichnov u Nového Jičína;2019;103;39,75;45;58;;
;Nový Jičín;Lichnov u Nového Jičína;2024;114;40,84;50;64;0;
205;Nový Jičín;Lubina;1999;239;39,67;112;127;;
;Nový Jičín;Lubina;2004;221;41,54;92;129;;
;Nový Jičín;Lubina;2009;212;43,67;98;114;;
;Nový Jičín;Lubina;2014;238;41,90;110;128;;
;Nový Jičín;Lubina;2019;206;40,08;97;109;;
;Nový Jičín;Lubina;2024;172;38,88;87;85;0;
206;Nový Jičín;Mořkov;1999;401;44,48;143;258;;
;Nový Jičín;Mořkov;2004;352;47,27;145;207;;
;Nový Jičín;Mořkov;2009;301;47,36;117;184;;
;Nový Jičín;Mořkov;2014;229;50,24;106;123;;
;Nový Jičín;Mořkov;2019;167;53,64;72;95;;
;Nový Jičín;Mořkov;2024;104;52,06;40;64;0;
207;Nový Jičín;Mošnov;1999;58;44,12;17;41;;
;Nový Jičín;Mošnov;2004;50;48,54;14;36;;
;Nový Jičín;Mošnov;2009;45;51,87;14;31;;
;Nový Jičín;Mošnov;2014;28;61,61;12;16;;
;Nový Jičín;Mošnov;2019;48;50,19;15;33;;
;Nový Jičín;Mošnov;2024;34;54,53;14;20;0;
208;Nový Jičín;Nový Jičín;1999;788;46,61;277;511;;
;Nový Jičín;Nový Jičín;2004;728;47,16;260;468;;
;Nový Jičín;Nový Jičín;2009;660;47,37;247;413;;
;Nový Jičín;Nový Jičín;2014;536;46,93;194;342;;
;Nový Jičín;Nový Jičín;2019;500;47,44;195;305;;
;Nový Jičín;Nový Jičín;2024;515;44,98;213;299;3;
209;Nový Jičín;Petřvald u Nového Jičína;1999;107;46,53;39;68;;
;Nový Jičín;Petřvald u Nového Jičína;2004;86;41,72;31;55;;
;Nový Jičín;Petřvald u Nového Jičína;2009;86;44,14;33;53;;
;Nový Jičín;Petřvald u Nového Jičína;2014;52;54,77;18;34;;
;Nový Jičín;Petřvald u Nového Jičína;2019;77;47,43;32;45;;
;Nový Jičín;Petřvald u Nového Jičína;2024;67;42,58;26;41;0;
210;Nový Jičín;Příbor;1999;332;45,01;123;209;;
;Nový Jičín;Příbor;2004;378;48,89;149;229;;
;Nový Jičín;Příbor;2009;284;51,17;116;168;;
;Nový Jičín;Příbor;2014;241;51,82;101;140;;
;Nový Jičín;Příbor;2019;205;48,83;91;114;;
;Nový Jičín;Příbor;2024;184;51,00;86;98;0;
211;Nový Jičín;Rybí;1999;157;42,97;61;96;;
;Nový Jičín;Rybí;2004;153;46,99;60;93;;
;Nový Jičín;Rybí;2009;121;50,81;41;80;;
;Nový Jičín;Rybí;2014;93;51,27;42;51;;
;Nový Jičín;Rybí;2019;98;46,16;41;57;;
;Nový Jičín;Rybí;2024;80;51,14;37;43;0;
212;Nový Jičín;Sedlnice;1999;53;43,06;16;37;;
;Nový Jičín;Sedlnice;2004;66;42,29;31;35;;
;Nový Jičín;Sedlnice;2009;44;46,95;14;30;;
;Nový Jičín;Sedlnice;2014;54;51,76;23;31;;
;Nový Jičín;Sedlnice;2019;38;47,24;18;20;;
;Nový Jičín;Sedlnice;2024;41;45,44;20;21;0;
213;Nový Jičín;Starý Jičín;1999;551;43,36;217;334;;
;Nový Jičín;Starý Jičín;2004;413;46,91;155;258;;
;Nový Jičín;Starý Jičín;2009;379;46,25;168;211;;
;Nový Jičín;Starý Jičín;2014;360;46,68;153;207;;
;Nový Jičín;Starý Jičín;2019;364;45,59;158;206;;
;Nový Jičín;Starý Jičín;2024;239;45,78;104;134;1;
214;Nový Jičín;Šenov u Nového Jičína;1999;85;34,41;40;45;;
;Nový Jičín;Šenov u Nového Jičína;2004;84;37,87;43;41;;
;Nový Jičín;Šenov u Nového Jičína;2009;68;40,38;28;40;;
;Nový Jičín;Šenov u Nového Jičína;2014;72;40,81;38;34;;
;Nový Jičín;Šenov u Nového Jičína;2019;83;40,01;42;41;;
;Nový Jičín;Šenov u Nového Jičína;2024;69;39,86;32;37;0;
215;Nový Jičín;Štramberk;1999;388;43,08;172;216;;
;Nový Jičín;Štramberk;2004;358;46,97;155;203;;
;Nový Jičín;Štramberk;2009;340;45,85;151;189;;
;Nový Jičín;Štramberk;2014;298;45,01;141;157;;
;Nový Jičín;Štramberk;2019;257;45,79;121;136;;
;Nový Jičín;Štramberk;2024;210;45,08;89;121;0;
216;Nový Jičín;Tichá;1999;156;48,18;70;86;;
;Nový Jičín;Tichá;2004;148;47,02;55;93;;
;Nový Jičín;Tichá;2009;109;43,23;43;66;;
;Nový Jičín;Tichá;2014;142;41,95;59;83;;
;Nový Jičín;Tichá;2019;157;45,10;64;93;;
;Nový Jičín;Tichá;2024;114;38,77;51;62;1;
217;Nový Jičín;Trnávka;1999;44;52,30;15;29;;
;Nový Jičín;Trnávka;2004;46;55,20;17;29;;
;Nový Jičín;Trnávka;2009;39;51,62;11;28;;
;Nový Jičín;Trnávka;2014;24;63,21;4;20;;
;Nový Jičín;Trnávka;2019;24;54,75;4;20;;
;Nový Jičín;Trnávka;2024;29;55,10;9;20;0;
218;Nový Jičín;Veřovice;1999;300;41,08;121;179;;
;Nový Jičín;Veřovice;2004;304;41,51;116;188;;
;Nový Jičín;Veřovice;2009;237;44,88;90;147;;
;Nový Jičín;Veřovice;2014;174;44,49;71;103;;
;Nový Jičín;Veřovice;2019;112;49,96;45;67;;
;Nový Jičín;Veřovice;2024;72;57,63;29;43;0;
219;Nový Jičín;Vlčovice;1999;179;39,85;69;110;;
;Nový Jičín;Vlčovice;2004;126;48,80;41;85;;
;Nový Jičín;Vlčovice;2009;123;49,74;44;79;;
;Nový Jičín;Vlčovice;2014;82;52,73;33;49;;
;Nový Jičín;Vlčovice;2019;84;52,46;30;54;;
;Nový Jičín;Vlčovice;2024;50;44,96;22;28;0;
220;Nový Jičín;Ženklava;1999;56;44,82;21;35;;
;Nový Jičín;Ženklava;2004;71;40,46;29;42;;
;Nový Jičín;Ženklava;2009;66;37,55;25;41;;
;Nový Jičín;Ženklava;2014;57;39,68;22;35;;
;Nový Jičín;Ženklava;2019;60;42,32;26;34;;
;Nový Jičín;Ženklava;2024;35;51,03;17;18;0;
221;Nový Jičín;Životice u Nového Jičína;1999;83;46,23;28;55;;
;Nový Jičín;Životice u Nového Jičína;2004;84;47,63;33;51;;
;Nový Jičín;Životice u Nového Jičína;2009;110;44,01;51;59;;
;Nový Jičín;Životice u Nového Jičína;2014;91;41,45;39;52;;
;Nový Jičín;Životice u Nového Jičína;2019;58;49,19;24;34;;
;Nový Jičín;Životice u Nového Jičína;2024;55;45,56;27;28;0;
222;Opava;Bohdanovice;1999;7;29,57;4;3;;
;Opava;Bohdanovice;2004;15;45,80;2;13;;
;Opava;Bohdanovice;2009;9;28,44;3;6;;
;Opava;Bohdanovice;2014;6;39,67;2;4;;
;Opava;Bohdanovice;2019;7;47,00;2;5;;
;Opava;Bohdanovice;2024;8;29,75;4;4;0;
223;Opava;Brumovice;1999;18;62,72;4;14;;
;Opava;Brumovice;2004;19;50,74;4;15;;
;Opava;Brumovice;2009;32;48,50;12;20;;
;Opava;Brumovice;2014;32;41,56;13;19;;
;Opava;Brumovice;2019;23;62,65;6;17;;
;Opava;Brumovice;2024;28;56,25;10;18;0;
224;Opava;Březová u Vítkova;1999;357;41,09;140;217;;
;Opava;Březová u Vítkova;2004;310;45,41;129;181;;
;Opava;Březová u Vítkova;2009;263;46,30;98;165;;
;Opava;Březová u Vítkova;2014;242;49,33;98;144;;
;Opava;Březová u Vítkova;2019;178;53,34;72;106;;
;Opava;Březová u Vítkova;2024;157;53,34;65;92;0;
225;Opava;Budišov nad Budišovkou;1999;75;46,35;28;47;;
;Opava;Budišov nad Budišovkou;2004;48;43,92;18;30;;
;Opava;Budišov nad Budišovkou;2009;62;54,31;24;38;;
;Opava;Budišov nad Budišovkou;2014;53;47,36;20;33;;
;Opava;Budišov nad Budišovkou;2019;31;49,84;14;17;;
;Opava;Budišov nad Budišovkou;2024;37;47,14;20;17;0;
226;Opava;Dolní Životice;1999;224;42,99;97;127;;
;Opava;Dolní Životice;2004;192;46,53;75;117;;
;Opava;Dolní Životice;2009;232;47,01;110;122;;
;Opava;Dolní Životice;2014;122;48,37;48;74;;
;Opava;Dolní Životice;2019;121;49,02;51;70;;
;Opava;Dolní Životice;2024;68;53,18;20;48;0;
227;Opava;Guntramovice;1999;26;35,46;12;14;;
;Opava;Guntramovice;2004;25;35,92;11;14;;
;Opava;Guntramovice;2009;40;42,40;17;23;;
;Opava;Guntramovice;2014;41;42,34;15;26;;
;Opava;Guntramovice;2019;36;41,47;15;21;;
;Opava;Guntramovice;2024;36;43,50;17;19;0;
228;Opava;Hlavnice;1999;43;44,95;13;30;;
;Opava;Hlavnice;2004;64;42,64;25;39;;
;Opava;Hlavnice;2009;64;45,16;23;41;;
;Opava;Hlavnice;2014;72;38,36;32;40;;
;Opava;Hlavnice;2019;85;31,80;39;46;;
;Opava;Hlavnice;2024;71;36,93;34;37;0;
229;Opava;Hněvošice;1999;397;39,38;137;260;;
;Opava;Hněvošice;2004;371;43,00;124;247;;
;Opava;Hněvošice;2009;365;43,98;123;242;;
;Opava;Hněvošice;2014;361;43,78;149;212;;
;Opava;Hněvošice;2019;224;46,97;90;134;;
;Opava;Hněvošice;2024;200;51,15;77;123;0;
230;Opava;Hradec nad Moravicí;1999;604;48,20;250;354;;
;Opava;Hradec nad Moravicí;2004;531;49,67;223;308;;
;Opava;Hradec nad Moravicí;2009;484;50,74;205;279;;
;Opava;Hradec nad Moravicí;2014;428;49,42;191;237;;
;Opava;Hradec nad Moravicí;2019;452;49,28;193;259;;
;Opava;Hradec nad Moravicí;2024;365;46,78;158;207;0;
231;Opava;Jakartovice;1999;19;56,32;8;11;;
;Opava;Jakartovice;2004;23;56,91;7;16;;
;Opava;Jakartovice;2009;52;43,38;20;32;;
;Opava;Jakartovice;2014;22;49,45;7;15;;
;Opava;Jakartovice;2019;19;53,00;7;12;;
;Opava;Jakartovice;2024;11;71,55;3;8;0;
232;Opava;Klokočov;1999;34;43,82;6;28;;
;Opava;Klokočov;2004;28;44,96;7;21;;
